GEO.id,GEO.id2,GEO.display-label,RURAL_PER_3,,,,
0500000US01001,1001,"Autauga County, Alabama",42.00216232,,,,
0500000US01003,1003,"Baldwin County, Alabama",42.27909911,,,,
0500000US01005,1005,"Barbour County, Alabama",67.7896347,,,,
0500000US01007,1007,"Bibb County, Alabama",68.35260746,,,,
0500000US01009,1009,"Blount County, Alabama",89.95150204,,,,
0500000US01011,1011,"Bullock County, Alabama",51.37438153,,,,
0500000US01013,1013,"Butler County, Alabama",71.23215735,,,,
0500000US01015,1015,"Calhoun County, Alabama",33.69682556,,,,
0500000US01017,1017,"Chambers County, Alabama",49.14803449,,,,
0500000US01019,1019,"Cherokee County, Alabama",85.73627304,,,,
0500000US01021,1021,"Chilton County, Alabama",86.74472424,,,,
0500000US01023,1023,"Choctaw County, Alabama",100,,,,
0500000US01025,1025,"Clarke County, Alabama",75.98033523,,,,
0500000US01027,1027,"Clay County, Alabama",100,,,,
0500000US01029,1029,"Cleburne County, Alabama",100,,,,
0500000US01031,1031,"Coffee County, Alabama",47.19508289,,,,
0500000US01033,1033,"Colbert County, Alabama",43.89468656,,,,
0500000US01035,1035,"Conecuh County, Alabama",80.94950106,,,,
0500000US01037,1037,"Coosa County, Alabama",100,,,,
0500000US01039,1039,"Covington County, Alabama",69.65179399,,,,
0500000US01041,1041,"Crenshaw County, Alabama",100,,,,
0500000US01043,1043,"Cullman County, Alabama",73.23955924,,,,
0500000US01045,1045,"Dale County, Alabama",50.88853953,,,,
0500000US01047,1047,"Dallas County, Alabama",45.63897764,,,,
0500000US01049,1049,"DeKalb County, Alabama",90.1306445,,,,
0500000US01051,1051,"Elmore County, Alabama",54.18836614,,,,
0500000US01053,1053,"Escambia County, Alabama",63.51157389,,,,
0500000US01055,1055,"Etowah County, Alabama",37.48348176,,,,
0500000US01057,1057,"Fayette County, Alabama",80.23316513,,,,
0500000US01059,1059,"Franklin County, Alabama",70.36651527,,,,
0500000US01061,1061,"Geneva County, Alabama",89.64165733,,,,
0500000US01063,1063,"Greene County, Alabama",100,,,,
0500000US01065,1065,"Hale County, Alabama",89.16878173,,,,
0500000US01067,1067,"Henry County, Alabama",87.75286094,,,,
0500000US01069,1069,"Houston County, Alabama",33.80405133,,,,
0500000US01071,1071,"Jackson County, Alabama",77.01730325,,,,
0500000US01073,1073,"Jefferson County, Alabama",59.33120523,,,,
0500000US01075,1075,"Lamar County, Alabama",100,,,,
0500000US01077,1077,"Lauderdale County, Alabama",49.29510619,,,,
0500000US01079,1079,"Lawrence County, Alabama",91.28978712,,,,
0500000US01081,1081,"Lee County, Alabama",59.33120523,,,,
0500000US01083,1083,"Limestone County, Alabama",57.60914208,,,,
0500000US01085,1085,"Lowndes County, Alabama",100,,,,
0500000US01087,1087,"Macon County, Alabama",55.54726832,,,,
0500000US01089,1089,"Madison County, Alabama",16.44151477,,,,
0500000US01091,1091,"Marengo County, Alabama",69.31564179,,,,
0500000US01093,1093,"Marion County, Alabama",88.85495191,,,,
0500000US01095,1095,"Marshall County, Alabama",53.26868704,,,,
0500000US01097,1097,"Mobile County, Alabama",59.33120523,,,,
0500000US01099,1099,"Monroe County, Alabama",79.0445639,,,,
0500000US01101,1101,"Montgomery County, Alabama",10.49123006,,,,
0500000US01103,1103,"Morgan County, Alabama",38.59737217,,,,
0500000US01105,1105,"Perry County, Alabama",100,,,,
0500000US01107,1107,"Pickens County, Alabama",100,,,,
0500000US01109,1109,"Pike County, Alabama",51.67938235,,,,
0500000US01111,1111,"Randolph County, Alabama",81.34246934,,,,
0500000US01113,1113,"Russell County, Alabama",35.4089939,,,,
0500000US01115,1115,"St. Clair County, Alabama",72.79676528,,,,
0500000US01117,1117,"Shelby County, Alabama",22.94487018,,,,
0500000US01119,1119,"Sumter County, Alabama",100,,,,
0500000US01121,1121,"Talladega County, Alabama",55.81533825,,,,
0500000US01123,1123,"Tallapoosa County, Alabama",74.22625913,,,,
0500000US01125,1125,"Tuscaloosa County, Alabama",25.50807578,,,,
0500000US01127,1127,"Walker County, Alabama",74.08799964,,,,
0500000US01129,1129,"Washington County, Alabama",100,,,,
0500000US01131,1131,"Wilcox County, Alabama",100,,,,
0500000US01133,1133,"Winston County, Alabama",84.89217448,,,,
0500000US02013,2013,"Aleutians East Borough, Alaska",100,,,,
0500000US02016,2016,"Aleutians West Census Area, Alaska",100,,,,
0500000US02020,2020,"Anchorage Municipality, Alaska",4.117179415,,,,
0500000US02050,2050,"Bethel Census Area, Alaska",73.93757715,,,,
0500000US02060,2060,"Bristol Bay Borough, Alaska",100,,,,
0500000US02068,2068,"Denali Borough, Alaska",100,,,,
0500000US02070,2070,"Dillingham Census Area, Alaska",100,,,,
0500000US02090,2090,"Fairbanks North Star Borough, Alaska",30.87076378,,,,
0500000US02100,2100,"Haines Borough, Alaska",100,,,,
0500000US02105,2105,"Hoonah-Angoon Census Area, Alaska",100,,,,
0500000US02110,2110,"Juneau City and Borough, Alaska",21.54436451,,,,
0500000US02122,2122,"Kenai Peninsula Borough, Alaska",79.33754513,,,,
0500000US02130,2130,"Ketchikan Gateway Borough, Alaska",23.18765304,,,,
0500000US02150,2150,"Kodiak Island Borough, Alaska",31.31989406,,,,
0500000US02164,2164,"Lake and Peninsula Borough, Alaska",59.33120523,,,,
0500000US02170,2170,"Matanuska-Susitna Borough, Alaska",50.29383673,,,,
0500000US02180,2180,"Nome Census Area, Alaska",66.05562579,,,,
0500000US02185,2185,"North Slope Borough, Alaska",59.33191941,,,,
